day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
000-00-00,0.0,0.0,0.0,0.0,8.0
2022-02-01,-0.031179172446641035,1.0,-0.3222864788612915,1.0,1.0
2022-02-02,-0.23482727744342577,1.0,-0.6313261072667236,1.0,1.0
2022-02-03,-0.24478192952463748,1.0,1.244524042427726,1.0,1.0
2022-02-06,0.0510723742693457,1.0,-0.6366470493455192,1.0,1.0
2022-02-21,-2.2385185085702735,1.0,-0.6366470493455192,1.0,1.0
2022-02-22,0.0510723742693457,1.0,-0.6366470493455192,1.0,1.0
2022-03-09,-0.1649572197684646,1.0,,1.0,1.0
2022-03-11,1.1958678156891553,1.0,-0.6366470493455192,1.0,1.0
2022-03-17,1.0106706926752196,1.0,-0.5513753880598782,1.0,1.0
2022-03-19,0.0510723742693457,1.0,-0.6366470493455192,1.0,1.0
2022-03-28,-0.6325002752447041,1.0,-0.35355339059327373,1.0,1.0
2022-03-30,-0.45357466794510704,1.0,-0.304959655181841,1.0,1.0
2022-04-06,-1.3766339747505216,2.4286949583002153,-0.607789909715116,1.0,2.0
2022-04-19,-1.0932892617656063,1.0,-0.5763539780776887,1.0,1.0
2022-04-27,-1.3799219275054162,1.0,-0.6366470493455192,1.0,1.0
2022-04-28,-0.1555594274559918,1.0,-0.5062561182218025,1.0,1.0
2022-04-29,1.696483337222492,1.0,-0.5763539780776887,1.0,1.0
2022-04-30,-0.6810346095258175,0.7690735204496232,-0.6549513951131545,0.005396259284642611,2.0
2022-05-01,-0.9138643579540913,1.0,-0.3222864788612915,1.0,1.0
2022-05-05,0.8524291832632124,1.0,-0.6366470493455192,1.0,1.0
2022-05-11,0.6710807948945691,2.4935004372083824,-0.3222864788612915,1.0,2.0
2022-05-25,0.11309888914816618,0.7464145869724499,1.1527079561553775,1.006872933119307,2.0
2022-05-26,-0.24478192952463748,1.0,-0.7278093882166548,1.0,1.0
2022-05-27,0.6702621418058882,1.0,-0.7278093882166548,1.0,1.0
2022-06-07,-0.7023039651899003,1.0,1.244524042427726,1.0,1.0
2022-06-15,-0.6684361013358683,0.5991374755313841,1.244524042427726,1.0,2.0
2022-06-17,-1.1269676940558153,1.0,,1.0,1.0
2022-06-18,-0.4190760383494996,1.0,0.14878324762529221,1.0,1.0
2022-06-19,0.6702621418058882,1.0,-0.7278093882166548,1.0,1.0
2022-06-21,0.4861393325891921,1.2916126196545137,-0.6754116598605853,0.0907555277139047,3.0
2022-06-22,-0.24478192952463748,1.0,-0.7278093882166548,1.0,1.0
2022-06-24,0.6702621418058882,1.0,-0.7278093882166548,1.0,1.0
2022-06-28,-0.41469592687660917,1.0,-0.5763539780776887,1.0,1.0
2022-06-29,0.5954099067627401,1.0,-0.5706162031484464,1.0,1.0
2022-07-01,0.5954099067627401,1.0,-0.5706162031484464,1.0,1.0
2022-07-03,0.2533577085989445,0.7044758321899953,-0.5250479335389732,0.286747999131675,2.0
2022-07-04,-0.7403360207837266,1.0729667781744725,-0.5459365121680537,0.1817781661880603,4.0
2022-07-06,0.6702621418058882,1.0,-0.7278093882166548,1.0,1.0
